publication_uniqueID,articletype,count_authors,Publication Date,Category Normalized Citation Impact
Pub85884,Article,5,2002,1.1598
Pub89448,Article,6,1998,1.0477
Pub46508,Article,10,2011,2.4388
Pub87221,Article,4,2001,0.9448
Pub60880,Article,3,2006,0.9381
Pub64142,Article,3,2000,1.1032
Pub66619,Article,1,1998,1.0937
Pub99192,Article,10,1999,1.3997
Pub80705,Article,11,2001,0.9397
Pub69791,Article,7,2003,0.8938
Pub15763,Article,4,2012,2.4887
Pub84877,Article,4,2005,1.6848
Pub74660,Article,5,1994,0.9004
Pub17110,Article,10,2010,2.0164
Pub20726,Article,4,2002,0.9969
Pub66447,Article,4,1996,1.6313
Pub61619,Article,3,2008,1.8903
Pub42858,Article,5,2002,0.9355
Pub31647,Article,5,2011,3.2246
Pub51057,Article,6,2004,1.0971
Pub35587,Article,4,2002,0.9508
Pub28352,Article,5,1997,1.3444
Pub32243,Article,14,2012,2.1539
Pub63773,Article,4,2005,1.0549
Pub09711,Article,4,2006,1.755
Pub11967,Article,6,2011,2.0001
Pub81999,Article,35,2013,4.7817
Pub92474,Letter,3,1994,5.3804
Pub98709,Article,2,2003,2.4966
Pub11393,Article,6,2005,1.0111
Pub85516,Article,3,2012,2.4429
Pub65285,Review,2,2005,0.5379
Pub40333,Article,4,2008,1.7696
Pub79035,Article,7,2001,1.0603
Pub53450,Article,4,2008,1.4926
Pub79097,Article,3,2000,1.3181
Pub78076,Article,4,2001,0.9095
Pub25719,Article,12,2015,8.9261
Pub06399,Article,8,2012,3.8635
Pub78249,Article,11,2007,1.193
Pub69652,Article,8,2007,1.1662
Pub08440,Article,3,1997,0.8571
Pub11238,Editorial Material,2,2013,11.229
Pub37400,Article,4,2001,0.8953
Pub63744,Article,5,2007,1.538
Pub26224,Article,6,2001,2.1959
Pub74979,Review,5,2013,2.7632
Pub17863,Article,4,2001,1.0198
Pub84699,Article,8,2005,1.1268
Pub86568,Article,1,2001,1.2567
Pub34003,Article,14,2016,13.4616
Pub71435,Article,5,2012,4.1384
Pub98838,Article,10,2009,1.6423
Pub23113,Article,4,2002,0.9117
Pub92951,Article,4,2002,1.1096
Pub77540,Review,7,2010,1.3396
Pub94958,Article,9,2007,1.3251
Pub49348,Article,11,1997,1.4586
Pub67652,Article,3,2001,2.0676
Pub54809,Article,3,1999,0.8288
Pub58759,Article,3,2004,1.0656
Pub53325,Article,5,2013,4.3955
Pub63622,Article,8,2013,3.8209
Pub83192,Article,3,2001,1.4634
Pub82423,Article,2,1997,0.9297
Pub60744,Article,3,2000,1.1703
Pub20475,Review,4,2013,1.3391
Pub64894,Article,7,2012,2.5958
Pub91995,Article,14,2011,2.3487
Pub84222,Article,11,2009,1.7033
Pub27757,Article,9,2011,2.5907
Pub11051,Article,8,2001,1.0775
Pub86838,Article,4,2004,1.2089
Pub13955,Article,9,2011,3.0275
Pub08898,Article,9,2013,3.4919
Pub90986,Review,3,2004,0.4725
Pub18531,Review,2,2009,0.8522
Pub84729,Article,4,1999,0.9522
Pub90643,Review,5,2000,0.4242
Pub13828,Article,3,2010,2.5735
Pub39131,Article,4,2004,1.137
Pub90750,Article,20,2015,5.4869
Pub71868,Article,12,2012,3.8599
Pub74643,Article,11,2011,2.5784
Pub59144,Article,2,2001,0.8668
Pub10297,Article,6,2008,1.7973
Pub44002,Article,8,2003,0.8938
Pub20344,Article,4,2002,1.0684
Pub41651,Article,6,2009,1.7238
Pub51427,Review,2,2012,1.4193
Pub09860,Article,17,2008,1.4313
Pub33867,Article,4,1996,0.9271
Pub57114,Article,10,2011,3.4687
Pub36046,Article,3,1995,0.7922
Pub36358,Article,9,2004,0.9929
Pub09320,Article,6,2003,1.0395
Pub22066,Article,17,2011,1.9167
Pub98846,Article,6,2002,0.8578
Pub09807,Article,7,2009,1.9751
Pub31290,Article,2,1999,0.7886
Pub73150,Article,8,2012,2.0869
Pub15945,Article,8,2009,1.7792
Pub92202,Article,7,2009,1.6879
Pub92966,Article,6,2001,0.9898
Pub34282,Article,2,1998,0.7089
Pub41315,Article,4,2000,0.8778
Pub11878,Article,5,2008,1.5154
Pub98289,Review,2,2008,0.6919
Pub27382,Article,8,2009,1.2618
Pub42079,Article,4,2005,2.5602
Pub08712,Article,32,2012,2.0691
Pub24073,Article,4,2012,2.5742
Pub90777,Article,5,2011,1.9953
Pub76911,Article,3,2005,1.3898
Pub65453,Article,8,2002,0.7761
Pub94596,Article,13,2014,3.0312
Pub71022,Article,6,2006,1.1322
Pub33267,Article,5,2008,1.4475
Pub22291,Review,2,2006,0.5
Pub10244,Article,12,2003,0.9884
Pub08689,Article,16,2000,1.2215
Pub69839,Article,5,2003,1.1319
Pub09330,Article,4,2000,0.9109
Pub13237,Article,7,2006,2.8499
Pub25085,Article,70,2013,2.728
Pub40647,Article,6,2002,0.8547
Pub45263,Article,9,2009,1.2073
Pub37997,Article,4,1997,1.0213
Pub63185,Article,3,1998,1.0601
Pub60775,Article,7,2005,1.2121
Pub94049,Article,8,2010,1.9285
Pub63423,Article,7,2012,3.3037
Pub74722,Article,3,2001,0.9264
Pub61338,Review,3,2011,0.8662
Pub44641,Article,5,2002,0.7629
Pub56466,Article,4,1999,0.8204
Pub99831,Article,9,2002,1.082
Pub82500,Article,8,2014,5.5082
Pub89993,Article,5,2008,1.059
Pub43496,Article,6,2000,0.8778
Pub42643,Article,9,2004,1.0378
Pub62426,Article,11,2006,1.3089
Pub10023,Article,6,2004,1.0729
Pub56855,Article,6,2001,0.9012
Pub71480,Article,6,1998,1.0166
Pub56998,Article,7,2013,2.5308
Pub64407,Article,12,2015,5.7228
Pub61190,Article,10,2013,3.2997
Pub17550,Article,2,2012,4.7797
Pub84191,Article,9,2008,1.2666
Pub54171,Article,6,2000,0.8614
Pub06395,Article,8,2013,2.5973
Pub40656,Article,9,2009,1.328
Pub75420,Article,3,2006,1.5172
Pub94451,Article,5,2004,0.9929
Pub78866,Article,4,2001,0.8916
Pub23157,Article,3,2003,0.8205
Pub01877,Article,24,2016,10.0262
Pub33571,Article,34,2011,1.951
Pub41767,Article,25,2013,4.2068
Pub20925,Article,6,1999,1.4941
Pub14466,Review,2,2000,0.4391
Pub55963,Article,4,2004,0.9044
Pub57693,Article,3,1999,0.895
Pub01360,Article,9,2010,2.2655
Pub06582,Article,2,2002,0.8895
Pub36215,Article,8,2008,1.6867
Pub85952,Article,5,2011,1.8214
Pub03805,Article,5,2009,1.7108
Pub93773,Review,2,2008,0.9487
Pub05585,Review,7,2000,0.4465
Pub42190,Article,3,1996,1.8217
Pub24100,Article,5,2003,0.9087
Pub09239,Article,4,2006,1.4222
Pub42778,Article,7,2006,0.9703
Pub48565,Article,12,2015,8.9993
Pub48252,Article,6,2007,2.5666
Pub03551,Article,13,2009,1.2762
Pub03552,Article,3,2003,2.3663
Pub04312,Article,11,2002,0.8689
Pub44212,Article,9,2000,0.8494
Pub44281,Review,15,2006,0.6118
Pub67268,Article,13,2013,2.9105
Pub39979,Article,2,1999,1.1499
Pub07792,Article,5,1999,1.1756
Pub81876,Article,10,2007,0.9981
Pub06348,Review,5,2003,0.4287
Pub82470,Article,5,2002,0.9355
Pub71964,Article,3,2010,1.9863
Pub95263,Article,11,2009,1.6807
Pub93632,Article,5,2015,10.1665
Pub66915,Article,8,2009,1.1416
Pub82852,Article,2,1995,0.936
Pub74174,Article,20,2014,4.7584
Pub34344,Article,9,2005,2.3113
Pub61191,Article,4,1994,0.9489
Pub25765,Article,3,2005,1.2441
Pub92618,Article,4,1998,0.7347
Pub07260,Article,4,2010,1.5165
Pub09751,Article,6,1998,0.8584
Pub62104,Article,9,2015,8.0683
Pub35042,Article,8,2007,1.0757
Pub63334,Article,4,2000,0.7503
Pub21785,Article,5,1996,0.9436
Pub63043,Article,5,2011,3.1159
Pub73050,Article,6,2003,1.4104
Pub65063,Article,5,2008,1.5833
Pub24709,Article,9,2002,0.7629
Pub22377,Article,7,1996,0.8149
Pub12574,Article,6,2002,0.8832
Pub32917,Article,6,2000,1.1247
Pub71973,Article,3,1999,1.1756
Pub95139,Article,4,1995,0.8219
Pub67049,Article,4,1999,0.895
Pub94956,Article,7,2008,1.284
Pub32808,Article,3,1998,0.8018
Pub16343,Article,10,2004,0.9448
Pub98311,Review,2,1997,0.6287
Pub77661,Article,6,1995,1.0985
Pub07703,Article,7,2004,0.9546
Pub81166,Article,6,2009,1.5283
Pub18048,Article,4,2006,1.1225
Pub25519,Article,12,2012,3.3621
Pub83476,Article,4,1999,1.026
Pub60055,Article,8,2003,0.9084
Pub59370,Article,7,2013,6.6931
Pub66577,Article,7,2010,1.814
Pub47355,Article,9,2001,0.9143
Pub38612,Article,4,2002,0.9355
Pub60703,Article,4,2000,0.8463
Pub57424,Article,9,2006,1.1082
Pub15118,Article,8,2007,1.3613
Pub88567,Article,12,2013,2.6956
Pub07087,Article,4,2009,2.2229
Pub27656,Article,8,2003,1.1
Pub19405,Article,3,2013,3.9665
Pub09999,Review,2,2003,0.4457
Pub87100,Article,6,2008,1.2666
Pub96162,Article,2,2003,0.8649
Pub55166,Article,5,2007,1.0658
Pub12992,Article,6,2001,0.7958
Pub49106,Review,3,1997,0.3577
Pub09039,Article,5,2001,1.5234
Pub47809,Article,3,2008,1.2101
Pub86507,Article,4,1997,0.7987
Pub84574,Article,8,2004,1.0117
Pub49656,Article,6,2008,1.059
Pub16187,Article,2,1996,1.0598
Pub74073,Article,2,2010,1.6059
Pub37640,Article,4,1999,0.8793
Pub54005,Article,5,2006,1.1764
Pub90807,Article,9,2008,0.9958
Pub33336,Article,8,2008,1.2346
Pub01044,Letter,7,2009,5.3065
Pub58503,Article,6,2008,0.9642
Pub43174,Review,3,2005,0.4449
Pub85478,Article,6,2001,1.1476
Pub02169,Article,9,2003,0.7216
Pub99096,Article,7,1999,0.8322
Pub56174,Article,8,2006,1.1512
Pub90985,Article,10,2006,1.0417
Pub31078,Article,12,1992,0.9538
Pub41331,Article,2,2007,1.2053
Pub48499,Article,8,2012,2.259
Pub80252,Article,6,2000,0.801
Pub74454,Article,7,2010,2.2095
Pub54274,Article,6,2010,2.247
Pub97277,Article,4,1998,1.0007
Pub65158,Article,2,2004,1.1139
Pub93746,Article,3,2005,1.0748
Pub32249,Article,15,2013,2.5308
Pub97455,Letter,2,1999,1.3391
Pub89584,Article,3,1997,1.4493
Pub06470,Article,6,1999,1.012
Pub71986,Article,7,2009,1.3686
Pub97845,Article,5,2004,1.6225
Pub83444,Article,7,2014,5.2538
Pub65571,Article,4,2008,2.2964
Pub88915,Article,6,1998,0.9119
Pub27297,Article,5,2002,1.1459
Pub18843,Article,4,2013,2.7551
Pub96659,Article,6,2000,0.8435
Pub93034,Article,5,2002,0.8586
Pub74164,Article,2,2002,0.8275
Pub22914,Article,2,1999,0.8525
Pub99069,Article,4,2013,3.822
Pub03530,Article,7,2001,1.1274
Pub67209,Article,7,2006,1.4323
Pub59394,Article,5,2005,1.3191
Pub54132,Article,4,1999,0.8008
Pub11402,Article,6,2009,1.2371
Pub05327,Article,3,2009,1.2089
Pub99918,Article,6,2004,0.8451
Pub21875,Article,2,2004,1.1959
Pub51536,Article,8,2008,0.9958
Pub47685,Article,9,2012,3.4308
Pub44854,Article,4,2013,6.5273
Pub75414,Article,7,2009,1.2618
Pub05575,Article,2,2007,4.0257
Pub29892,Article,4,2012,2.1421
Pub58112,Article,7,1999,1.3534
Pub44361,Article,6,2002,1.0275
Pub04983,Article,4,2001,0.7674
Pub53209,Article,9,2012,2.9514
Pub19334,Article,7,1996,0.7541
Pub50954,Article,7,1999,0.707
Pub76412,Article,3,2004,0.8636
Pub97289,Article,3,1998,0.7861
Pub92554,Article,9,2013,3.297
Pub98259,Article,9,2010,1.9366
Pub35197,Letter,9,1994,1.3839
Pub02998,Article,2,2007,0.991
Pub35212,Article,9,2008,1.1978
Pub81263,Article,6,1999,0.8165
Pub68212,Article,8,2004,1.2046
Pub72454,Article,5,1998,1.0116
Pub59470,Article,7,2012,1.9715
Pub11722,Article,6,2008,1.9705
Pub71603,Article,13,2013,2.1951
Pub08814,Article,6,2001,1.3832
Pub53648,Article,58,2016,10.9601
Pub66101,Article,7,2003,0.7766
Pub71033,Article,20,2008,1.6613
Pub16333,Article,2,2007,0.8703
Pub48432,Article,14,2007,1.1717
Pub31961,Article,3,1998,0.882
Pub78247,Article,3,2010,2.1073
Pub98273,Article,4,2006,0.9945
Pub86832,Article,13,2012,2.7148
Pub10487,Article,5,2002,0.7234
Pub20183,Article,5,1995,1.5063
Pub18865,Article,3,2005,1.948
Pub80705,Article,9,2007,1.0564
Pub79711,Article,2,1988,0.8531
Pub82109,Article,9,2009,1.1882
Pub44310,Article,8,2007,1.2293
Pub97397,Article,5,2010,1.4209
Pub99969,Article,6,2012,1.857
Pub89247,Article,6,2010,1.7845
Pub90213,Article,4,2009,1.5007
Pub77028,Article,6,2010,1.4649
Pub47980,Article,3,2009,2.4591
Pub85778,Article,5,2015,7.9508
Pub12843,Article,6,2012,3.2184
Pub61278,Article,5,2006,1.2835
Pub49295,Article,4,2000,0.7556
Pub36031,Article,4,2004,1.0089
Pub29014,Article,6,2010,1.6883
Pub26639,Article,6,2012,2.2946
Pub39310,Article,5,2006,1.1161
Pub68131,Article,8,1997,1.3641
Pub05886,Article,7,2004,0.8167
Pub82822,Article,10,2007,0.8776
Pub19665,Article,4,1995,0.7855
Pub62498,Article,100,2014,5.4955
Pub24976,Article,10,2008,1.1787
Pub90036,Article,8,2008,1.2419
Pub79401,Review,2,2011,0.7856
Pub37997,Article,4,2015,6.2217
Pub21348,Article,4,2002,1.4838
Pub08197,Article,5,1995,0.819
Pub98276,Article,11,2007,0.8191
Pub40476,Article,5,2005,1.1919
Pub50747,Article,4,2009,1.2317
Pub43036,Article,121,2005,1.0533
Pub29230,Article,5,2004,1.2328
Pub88555,Article,2,1999,0.6841
Pub06421,Article,3,1998,0.7725
Pub75923,Article,5,2008,0.8693
Pub98420,Article,7,2011,2.7492
Pub14055,Article,3,2006,0.8885
Pub66754,Article,5,2001,0.739
Pub07647,Article,8,2007,0.9988
Pub98578,Review,2,1999,0.3897
Pub95635,Article,4,2004,0.98
Pub98721,Article,8,2007,0.812
Pub90092,Article,5,2001,1.0599
Pub74821,Article,5,2000,0.8554
Pub64430,Article,4,2003,0.8649
Pub98954,Article,6,2008,1.4978
Pub97057,Article,6,2008,1.5184
Pub47780,Article,20,2015,7.6013
Pub62799,Article,7,2014,7.7654
Pub10494,Article,6,2002,1.4103
Pub74007,Article,3,2004,0.8327
Pub67493,Article,7,2013,2.4846
Pub69743,Article,4,2006,1.0417
Pub48414,Article,7,2004,0.7092
Pub18068,Article,23,2003,1.0843
Pub60147,Article,4,2013,4.2956
Pub79530,Article,5,2010,2.4041
Pub25533,Article,2,2006,1.4851
Pub61894,Article,2,2009,1.052
Pub35566,Article,5,2005,0.8668
Pub90351,Article,8,2000,0.9602
Pub71749,Proceedings Paper,15,2010,28.4385
Pub61763,Article,5,2006,0.9301
Pub75884,Article,5,2000,0.8614
Pub48046,Article,5,2007,1.0949
Pub08992,Article,12,2007,0.9304
Pub43439,Article,7,2011,1.8902
Pub12987,Review,2,1995,0.6139
Pub38018,Article,6,2000,0.7046
Pub64769,Review,8,2000,0.3721
Pub51899,Article,2,2008,1.2985
Pub06888,Article,7,2008,0.8377
Pub34269,Article,7,1996,0.9477
Pub30552,Article,2,1997,0.6162
Pub17211,Article,12,2006,1.2282
Pub48828,Article,10,2003,0.8059
Pub13153,Article,6,2006,0.997
Pub37005,Article,2,1996,0.6802
Pub26342,Article,5,2011,1.7184
Pub43672,Article,6,1998,0.9547
Pub62513,Article,7,1999,0.8479
Pub92940,Article,18,2015,6.4469
Pub49063,Article,12,2008,1.1875
Pub75459,Article,3,1995,1.313
Pub50442,Article,7,1997,0.6828
Pub05429,Article,3,2008,1.1987
Pub41595,Article,3,2001,0.6175
Pub96906,Review,4,2002,0.3575
Pub35271,Article,9,2008,1.244
Pub88896,Review,2,1997,0.7779
Pub52009,Article,5,2010,1.7212
Pub44099,Article,5,2014,2.8383
Pub70456,Article,9,2014,2.6288
Pub76848,Article,6,2009,0.983
Pub84132,Article,5,1997,0.7065
Pub61205,Article,20,2007,1.0766
Pub46398,Article,5,2013,2.0778
Pub59610,Article,4,2000,0.8031
Pub04574,Article,6,2008,0.8661
Pub08458,Article,6,2014,12.6734
Pub66534,Article,12,2010,1.9892
Pub96555,Article,4,1998,1.7736
Pub36903,Article,3,2008,1.1577
Pub48371,Article,4,2013,2.3485
Pub33392,Article,4,1997,1.6173
Pub11760,Article,5,2010,1.5642
Pub29188,Article,8,2010,1.1805
Pub65751,Article,4,2007,1.1909
Pub79416,Review,3,1996,0.3437
Pub62366,Article,5,2007,0.9796
Pub35711,Article,4,2009,1.5283
Pub58039,Article,2,1997,0.6117
Pub20836,Article,17,2011,2.2283
Pub38907,Review,2,1998,0.3771
Pub07993,Article,11,2011,2.943
Pub59459,Article,6,1996,1.0795
Pub90030,Article,6,2009,1.8879
Pub87207,Article,5,1995,0.7688
Pub92692,Article,3,2003,0.7922
Pub73101,Article,15,2015,5.0658
Pub21244,Article,9,2012,1.4447
Pub52998,Editorial Material,6,2006,2.8758
Pub55736,Article,2,2011,2.4693
Pub67810,Article,10,2005,0.866
Pub35680,Article,9,1996,1.0402
Pub88329,Article,5,2006,1.0487
Pub05199,Article,5,2007,1.2464
Pub50406,Article,8,2010,1.2469
Pub77531,Article,4,2006,0.8824
Pub72928,Article,4,2009,0.9658
Pub98934,Article,7,1999,0.7223
Pub16204,Article,9,2016,6.4674
Pub24049,Article,13,2013,3.0303
Pub23267,Article,7,2011,2.7767
Pub19331,Article,4,2013,1.9647
Pub33976,Review,4,1998,0.471
Pub71415,Article,8,2003,0.7812
Pub90544,Article,9,2016,8.0494
Pub40249,Article,3,2006,0.9439
Pub37662,Article,20,2015,6.9856
Pub12517,Article,8,2007,0.9988
Pub33449,Article,4,1996,0.7284
Pub13641,Article,2,2003,1.7395
Pub91184,Review,4,2008,0.6339
Pub56041,Article,1,2005,1.2408
Pub66149,Article,5,1999,0.6739
Pub54227,Article,3,2008,1.5678
Pub56643,Article,5,2004,0.7366
Pub21393,Article,7,2015,3.8218
Pub83936,Article,8,2000,0.6952
Pub88708,Article,8,2010,2.214
Pub10454,Article,6,2001,0.7147
Pub00883,Review,2,2013,1.7614
Pub19380,Article,6,2013,2.5087
Pub38249,Article,7,2013,2.2425
Pub44698,Article,10,2012,1.7536
Pub55188,Article,8,2004,0.6886
Pub63467,Review,2,2005,0.3535
Pub73372,Article,2,2004,1.1048
Pub26303,Article,8,2003,0.6696
Pub41094,Article,2,2005,0.9253
Pub73810,Review,2,2011,0.4492
Pub02966,Article,5,2004,0.784
Pub42851,Article,10,2013,1.4232
Pub98361,Article,4,2006,1.0967
Pub43712,Review,5,2010,0.7258
Pub80201,Article,5,2002,0.641
Pub55087,Article,6,2014,6.8725
Pub69698,Article,6,2012,2.2517
Pub44734,Article,2,2011,1.4091
Pub90465,Article,11,2014,3.3275
Pub45124,Article,11,2007,1.0372
Pub43881,Article,4,2005,0.8495
Pub20531,Article,9,2013,2.4831
Pub31252,Article,7,2007,1.0406
Pub53192,Article,2,2001,0.9199
Pub55837,Article,5,1999,0.6595
Pub01619,Article,3,2011,1.2917
Pub78381,Article,5,1999,1.1864
Pub67614,Article,5,2009,1.5055
Pub98489,Article,4,2011,1.4237
Pub97890,Article,6,2005,0.7873
Pub64371,Article,10,2005,0.8841
Pub11599,Article,9,2005,1.4108
Pub91318,Article,7,2002,1.3014
Pub91935,Article,3,2012,2.4323
Pub27772,Article,14,2010,1.2414
Pub55572,Article,4,2004,1.0813
Pub70055,Article,5,2002,1.2292
Pub89945,Article,6,2012,1.8358
Pub11761,Article,11,2013,2.1784
Pub53649,Article,6,2006,0.9001
Pub08412,Article,7,2012,1.6548
Pub86617,Article,3,1997,0.6451
Pub29758,Article,11,2010,1.2785
Pub61625,Article,5,2003,0.7652
Pub40825,Article,5,1997,0.8009
Pub99682,Review,3,2005,0.3558
Pub62170,Article,6,2008,1.0553
Pub86041,Article,9,2005,0.7801
Pub04922,Article,8,2005,0.7801
Pub44361,Article,4,1996,0.8831
Pub86581,Article,6,1998,0.7075
Pub72871,Article,2,2003,0.6792
Pub34972,Note,2,1994,1.3445
Pub00188,Article,6,2012,2.5896
Pub59510,Article,3,2003,0.695
Pub86419,Article,3,2000,1.2314
Pub75098,Article,8,2011,1.525
Pub33690,Article,6,2005,0.5662
Pub33021,Article,5,1999,0.743
Pub06167,Article,6,2014,1.7636
Pub19472,Article,9,2011,2.5786
Pub34587,Article,3,2001,0.5907
Pub74792,Article,2,1999,1.0698
Pub67664,Article,11,2011,1.6611
Pub47883,Article,12,2010,1.5147
Pub85864,Article,5,1999,0.6153
Pub52497,Article,7,2007,1.1508
Pub29369,Article,6,2001,0.7049
Pub47172,Article,4,1996,0.6605
Pub95977,Article,5,1996,0.6582
Pub55761,Article,8,2015,4.5777
Pub29655,Article,10,1998,0.8114
Pub96077,Article,2,1998,0.6603
Pub61616,Article,4,1993,0.6042
Pub86470,Article,2,1998,0.7409
Pub67846,Article,8,2011,1.3549
Pub44525,Article,9,1998,1.3309
Pub53081,Article,6,2000,0.5281
Pub97839,Article,5,2012,1.4447
Pub41765,Article,3,1999,0.6124
Pub23933,Article,4,2010,1.4411
Pub37309,Article,3,2001,2.1292
Pub25598,Article,3,2001,0.5826
Pub51980,Article,9,2011,2.11
Pub99940,Article,7,2011,1.8924
Pub24950,Article,3,2004,1.2797
Pub50738,Review,3,2013,1.2063
Pub40456,Article,4,2002,1.7444
Pub31170,Article,4,1998,0.9867
Pub18241,Article,12,2011,1.6611
Pub47251,Article,4,2011,1.3549
Pub62412,Article,2,2007,1.0564
Pub22369,Article,4,2006,0.7548
Pub23310,Article,12,2009,1.0615
Pub11536,Article,5,1997,0.5811
Pub06399,Article,2,1998,0.5865
Pub10887,Article,8,2003,0.7652
Pub74065,Article,4,1999,0.8518
Pub18472,Article,2,2007,1.0427
Pub58068,Article,5,2002,0.5261
Pub28237,Article,8,2005,0.9188
Pub43462,Article,2,2006,0.7107
Pub12841,Article,18,2006,0.893
Pub68892,Article,4,2003,0.8767
Pub85413,Article,2,2006,1.5201
Pub39195,Article,2,2002,1.257
Pub09386,Review,1,2001,0.3399
Pub93765,Review,2,2006,0.3125
Pub61482,Article,3,2001,0.6599
Pub50346,Article,6,2005,0.6588
Pub82574,Article,6,2005,0.7281
Pub94543,Article,5,2010,1.7879
Pub96283,Article,10,2006,0.8929
Pub02889,Article,1,2002,0.6441
Pub30652,Article,8,2007,1.0386
Pub20048,Article,8,2003,0.8576
Pub35070,Article,4,2015,4.472
Pub51300,Article,7,2010,1.1336
Pub72029,Review,2,2015,2.1335
Pub40909,Article,6,2013,2.2874
Pub15059,Article,5,2005,0.6984
Pub74121,Article,6,1996,0.6953
Pub54779,Article,4,1999,0.586
Pub99516,Article,4,2011,1.1381
Pub08131,Article,8,2005,0.7219
Pub75299,Article,3,2007,0.7951
Pub66138,Article,5,2010,1.5394
Pub47096,Article,8,2002,0.5981
Pub98107,Article,13,2008,1.1057
Pub28465,Article,10,2010,1.2689
Pub64349,Article,7,2016,13.6214
Pub38398,Article,3,2009,1.0615
Pub23555,Article,2,2002,0.7265
Pub98949,Article,3,2005,0.8982
Pub83744,Article,5,2003,0.6377
Pub13966,Article,2,1995,0.5893
Pub81421,Article,2,2004,2.2055
Pub20887,Article,4,2003,0.6696
Pub70119,Article,61,2014,3.884
Pub58195,Article,2,2002,0.6294
Pub07420,Article,22,2013,1.724
Pub29288,Article,3,1998,0.6132
Pub51951,Article,5,2008,0.863
Pub58440,Article,10,2007,1.3306
Pub92560,Article,14,2014,3.3608
Pub74001,Article,2,2008,1.1641
Pub22811,Article,4,2008,0.8535
Pub19211,Review,1,2007,0.4422
Pub97860,Article,5,2002,0.6243
Pub53354,Article,4,2013,2.3025
Pub68652,Article,23,2016,15.8068
Pub03932,Article,9,2012,2.0995
Pub37042,Article,7,2007,1.0828
Pub63924,Article,2,1996,0.9954
Pub67216,Article,8,2004,0.6273
Pub55197,Article,5,1997,1.3647
Pub26282,Article,12,2013,2.0215
Pub88613,Article,14,2011,1.3747
Pub54358,Article,6,1996,0.5915
Pub55119,Article,3,2008,0.9972
Pub65045,Review,13,2008,0.4939
Pub38062,Article,5,2015,4.6744
Pub15297,Article,4,2009,1.1566
Pub90741,Article,5,2015,4.028
Pub87059,Article,5,2001,0.5699
Pub01448,Article,3,2003,0.7976
Pub70084,Article,9,2011,1.833
Pub35130,Article,3,1997,0.7515
Pub08913,Article,24,2013,2.7669
Pub81921,Article,2,2009,0.8812
Pub73323,Article,4,2013,1.9745
Pub60441,Article,2,2003,0.6007
Pub86224,Article,5,2001,0.6836
Pub57874,Article,6,1998,0.8498
Pub37352,Article,7,1998,0.5974
Pub75996,Article,9,2011,1.7342
Pub55253,Article,3,2006,1.303
Pub21276,Article,12,2015,3.5786
Pub24848,Article,3,2015,5.6403
Pub37378,Article,21,2006,0.8314
Pub35368,Article,9,2014,2.5314
Pub64844,Review,5,2012,1.1842
Pub10196,Article,2,2005,1.1029
Pub24432,Article,7,2003,0.7146
Pub51602,Article,11,2009,1.5075
Pub85201,Article,3,2004,0.6415
Pub73547,Article,6,1997,0.5478
Pub50045,Article,2,2000,0.5743
Pub23294,Article,3,2012,1.3997
Pub42723,Review,2,2012,0.7569
Pub75735,Article,3,2000,0.5413
Pub67925,Article,8,2014,2.4525
Pub57351,Editorial Material,3,2001,1.2541
Pub05929,Article,2,1995,0.4834
Pub93841,Article,12,2001,0.5399
Pub26805,Article,5,2005,1.528
Pub17165,Article,12,2015,5.2028
Pub99119,Article,2,1998,0.515
Pub44520,Review,3,2010,0.7535
Pub63435,Article,3,2001,0.637
Pub36544,Article,4,2008,1.1641
Pub94674,Article,6,2006,0.7999
Pub32217,Article,9,2006,0.7976
Pub48730,Article,5,2013,1.9647
Pub59397,Article,5,2007,0.8836
Pub33879,Article,6,2005,0.7777
Pub94634,Article,6,2008,1.4418
Pub36535,Article,7,2005,0.6241
Pub26643,Editorial Material,4,2006,2.4481
Pub62614,Editorial Material,3,2001,1.8855
Pub99645,Article,11,2006,0.6538
Pub46720,Article,10,2009,1.2589
Pub33312,Article,8,2010,1.1999
Pub38538,Article,11,2007,1.8125
Pub48568,Article,3,2001,0.7859
Pub88276,Article,3,2006,1.0524
Pub25991,Article,8,2015,4.1065
Pub70774,Article,13,2011,1.4904
Pub25412,Article,4,2006,1.3894
Pub25086,Article,6,2012,2.9576
Pub55355,Article,6,2004,0.6819
Pub64044,Article,7,2014,2.5627
Pub11411,Review,4,2016,3.5386
Pub07101,Editorial Material,2,2014,6.4639
Pub86768,Article,10,2008,1.2099
Pub76643,Article,15,2007,0.7299
Pub14958,Article,24,2016,9.4513
Pub33377,Article,9,2013,1.6645
Pub29691,Article,3,1997,0.6268
Pub77184,Article,8,2015,4.6904
Pub60260,Article,3,2006,0.9648
Pub91830,Article,3,2002,0.5674
Pub35417,Article,10,2007,1.0443
Pub45534,Article,15,2004,0.8843
Pub87419,Article,5,2010,1.6926
Pub45544,Article,11,2012,1.1054
Pub84614,Article,12,2016,5.6383
Pub86545,Article,5,2000,0.5874
Pub87960,Article,4,2006,0.7999
Pub71277,Article,3,2003,1.5381
Pub45273,Article,5,2000,1.1889
Pub16072,Article,26,2013,3.3629
Pub88370,Article,10,2012,1.7855
Pub45543,Article,2,2006,0.7776
Pub77392,Article,5,2011,1.1622
Pub80685,Article,42,2016,8.4104
Pub09354,Article,6,2012,2.0143
Pub38299,Article,2,2007,0.9721
Pub37802,Review,5,2010,0.6101
Pub12143,Article,2,1999,0.6124
